sunday,monday,tuesday,wednesday,thursday,friday,saturday,hourofday,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,estimated_distance,fare_amount
1,0,0,0,0,0,0,6,40.760787,-73.981687,40.751857,-73.985887,1,1.38679431757,4.1
0,0,0,0,0,0,1,6,40.706787,-74.005195,40.71854,-73.988503,3,2.52625913637,6.1
0,1,0,0,0,0,0,11,40.753665,-73.985013,40.734028,-74.00714,2,3.77712771638,13.7
0,0,0,0,0,0,1,6,40.766158,-73.982113,40.749367,-73.991757,1,2.6787425967,5.7
0,1,0,0,0,0,0,12,40.762923,-73.983124,40.762735,-73.969785,1,1.47824800321,8.1
0,0,0,1,0,0,0,19,40.769627,-73.957877,40.739208,-73.979881,2,5.07425826826,8.1
0,0,0,0,0,1,0,21,40.7447547913,-73.9952774048,40.7257614136,-74.0056762695,1,3.00814447587,6.5
1,0,0,0,0,0,0,0,40.776635,-73.98205,40.802428,-73.964563,1,4.24130055357,7.5
0,0,1,0,0,0,0,7,40.776345,-73.95985,40.755997,-73.975374,1,3.43789899606,9.0
0,0,0,0,0,1,0,14,40.775591,-73.956269,40.764797,-73.955588,1,1.58084890253,11.0
0,0,1,0,0,0,0,17,40.770207,-73.980462,40.77654,-73.952553,2,3.2277085229,11.0
0,0,0,0,0,1,0,12,40.796653,-73.970358,40.80453,-73.939113,1,3.64688848149,13.0
0,0,1,0,0,0,0,15,40.761202,-73.983411,40.749135,-74.008303,1,3.27490654318,15.5
0,0,0,1,0,0,0,20,40.7203598022,-74.0052108765,40.6617240906,-73.9911804199,1,8.71781820635,19.0
0,1,0,0,0,0,0,18,40.774057,-73.874533,40.745272,-73.994065,1,13.8983241295,45.83
0,0,0,0,0,1,0,20,40.7136421204,-74.0134963989,40.764995575,-73.9834594727,1,8.21715354475,17.5
0,0,1,0,0,0,0,23,40.75581,-73.97601,40.701908,-73.989717,1,8.03036758517,18.5
0,0,1,0,0,0,0,15,40.703084,-74.012392,40.756069,-73.982699,1,8.4211331909,19.5
0,1,0,0,0,0,0,15,40.755345,-73.967932,40.774145,-73.873525,1,10.8157230108,28.26
0,0,0,0,1,0,0,1,40.773644,-73.959987,40.764799,-73.966312,1,1.4715006709,3.7
0,1,0,0,0,0,0,9,40.727113,-74.005578,40.702614,-73.991547,1,3.90706128178,9.3
0,0,0,0,0,1,0,12,40.721852,-74.004129,40.751941,-73.9861,2,4.83411929906,13.3
0,1,0,0,0,0,0,21,40.749502,-73.990942,40.745837,-73.993792,2,0.622273302714,3.5
0,0,0,0,0,0,1,1,40.713752,-74.01186,40.714637,-74.008982,2,0.344384239224,4.5
0,1,0,0,0,0,0,21,40.763045,-73.973623,40.756272,-73.964127,1,1.44530481829,5.5
1,0,0,0,0,0,0,21,40.773775,-73.873787,40.773775,-73.873787,5,0.0,6.5
0,0,0,1,0,0,0,12,40.744282,-73.984335,40.762972,-73.978755,1,2.80320160559,11.0
1,0,0,0,0,0,0,21,40.744082,-73.953847,40.761782,-73.97027,1,3.16494950397,11.5
0,1,0,0,0,0,0,19,40.727377,-74.003365,40.759877,-73.908322,3,11.5572514522,26.0
0,0,0,1,0,0,0,15,40.81054,-73.962225,40.745997,-73.990427,1,9.94538278998,22.5
0,0,0,1,0,0,0,21,40.758888,-73.999218,40.739785,-74.030223,1,4.42905639151,54.5
1,0,0,0,0,0,0,23,40.64536,-73.776563,40.732725,-73.958503,1,23.8881793973,45.5
1,0,0,0,0,0,0,13,40.746832,-74.007923,40.76315,-73.984192,1,3.55163649308,5.3
0,0,0,0,1,0,0,9,40.7702,-73.91815,40.768118,-73.981208,5,6.99294301148,15.3
0,0,0,0,0,0,1,17,40.790278,-73.975113,40.771522,-73.982343,1,2.85829855429,5.7
0,0,1,0,0,0,0,19,40.73652,-73.986817,40.72285,-73.998518,2,2.38362873669,8.5
0,0,0,0,0,1,0,15,40.753834,-73.970915,40.646891,-73.790096,2,25.4345427215,49.57
1,0,0,0,0,0,0,17,40.774808,-73.951017,40.785262,-73.955354,1,1.60299552115,4.9
0,0,1,0,0,0,0,13,40.765194,-73.981693,40.727246,-74.00538,1,6.14082674135,10.9
0,0,0,0,0,0,1,20,40.796828,-73.93752,40.799051,-73.944814,1,0.870769908388,4.0
1,0,0,0,0,0,0,15,40.736049,-73.993765,40.747181,-74.004984,1,2.04896374935,7.0
1,0,0,0,0,0,0,18,40.736088,-73.997679,40.752787,-73.973127,1,3.6568381545,10.0
0,0,0,0,0,1,0,8,40.759704,-73.989922,40.75177,-73.978825,1,1.69094782481,8.1
0,0,0,0,0,1,0,9,40.725996,-73.994662,40.738037,-73.987788,1,1.91922745038,4.9
1,0,0,0,0,0,0,16,40.766604,-73.978426,40.784306,-73.981385,1,2.61027907545,7.7
0,1,0,0,0,0,0,21,40.73403,-73.988765,40.730302,-73.9844,5,0.729081680896,4.0
0,1,0,0,0,0,0,21,40.757572,-73.976072,40.766572,-73.967152,2,1.6463043888,5.5
0,0,0,0,0,0,1,6,40.722037,-73.9576,40.714133,-73.955463,2,1.18029887581,6.5
0,0,0,1,0,0,0,6,40.741677,-74.004777,40.723812,-74.005965,6,2.61677548994,7.0
1,0,0,0,0,0,0,21,40.758785,-73.993335,40.747907,-73.989242,5,1.6547154056,7.5
1,0,0,0,0,0,0,11,40.729767,-73.978722,40.750025,-73.995007,3,3.46996732407,11.0
0,1,0,0,0,0,0,19,40.770552,-73.864997,40.7537,-73.96638,1,11.5009167015,33.83
0,1,0,0,0,0,0,11,40.754275,-73.994238,40.738482,-73.9879,1,2.41477293327,7.3
0,0,0,0,0,0,1,1,40.773752,-73.870942,40.694847,-73.824635,1,12.6328517829,18.1
0,0,0,1,0,0,0,9,40.763253,-73.976568,40.76571,-73.987502,1,1.2636778703,4.9
0,0,0,1,0,0,0,21,40.75375,-73.980353,40.768616,-73.965956,3,2.69709851081,10.9
0,0,0,0,0,0,1,15,40.7515182495,-73.9903335571,40.7405014038,-74.0056991577,1,2.34468143659,9.0
0,0,1,0,0,0,0,11,40.734429,-74.002482,40.714202,-74.003305,1,2.96040152127,10.0
0,0,0,0,1,0,0,14,40.767906189,-73.968421936,40.7827110291,-73.9513549805,1,2.87496222554,11.0
0,0,0,0,0,1,0,21,40.744541,-73.983436,40.758472,-73.996396,1,2.49320326797,8.1
0,0,0,1,0,0,0,9,40.760732,-73.97695,40.755628,-73.977347,1,0.747955757176,4.1
0,0,0,0,1,0,0,9,40.720273,-74.010279,40.74282,-74.007737,1,3.31040174247,6.1
0,1,0,0,0,0,0,8,40.7338,-74.0074,40.7367,-73.9992,1,1.00308510522,3.7
0,1,0,0,0,0,0,19,40.773015,-73.955257,40.76528,-73.9609,1,1.29277766389,4.5
0,0,0,1,0,0,0,15,40.788165,-73.976932,40.779265,-73.984985,2,1.57823409985,5.5
0,0,0,1,0,0,0,15,40.761147,-73.97211,40.769697,-73.96464,1,1.49981954456,5.5
0,1,0,0,0,0,0,16,40.76247,-73.97851,40.75913,-73.96103,2,1.99756218295,7.0
0,0,1,0,0,0,0,11,40.797962,-73.971135,40.780147,-73.980532,5,2.80628825406,8.5
0,0,0,1,0,0,0,6,40.727535,-74.000865,40.765322,-73.98009,1,5.98818979468,9.5
0,1,0,0,0,0,0,19,40.747497,-73.983407,40.765007,-73.981575,1,2.56955888736,12.5
0,0,0,0,0,0,1,10,40.746477,-73.977597,40.717695,-73.98521,1,4.29424384716,52.0
0,1,0,0,0,0,0,19,40.713955,-74.008832,40.770587,-73.953898,1,10.2814300429,19.5
0,0,0,1,0,0,0,9,40.77167,-73.971945,40.751472,-73.968285,1,2.98245360162,10.1
1,0,0,0,0,0,0,13,40.769567,-73.995548,40.761193,-73.98313,1,1.84221767699,6.1
0,0,0,0,0,1,0,3,40.759117,-73.980357,40.717292,-73.990708,1,6.2251969783,11.7
0,0,0,1,0,0,0,21,40.76445,-73.996048,40.757728,-73.986138,1,1.47403201129,4.9
0,0,0,0,0,1,0,9,40.748841,-74.003151,40.761415,-73.99416,1,2.09194655151,5.3
0,0,0,0,1,0,0,3,40.768645,-73.955544,40.897331,-73.855504,1,21.8404579847,27.3
0,0,0,0,0,0,1,0,40.715289,-74.013157,40.734922,-74.010031,2,2.89293290168,6.0
0,0,0,0,0,0,1,17,40.772555,-73.955615,40.762454,-73.967798,1,2.00137243889,6.5
0,0,0,0,1,0,0,14,40.776248,-73.961927,40.785312,-73.979995,1,2.40081905911,7.0
0,0,0,0,0,0,1,23,40.7567596436,-73.9821395874,40.7633705139,-73.9592590332,6,2.7135124426,8.0
0,0,0,1,0,0,0,8,40.772451,-73.960938,40.766448,-73.981977,1,2.49087582881,9.0
1,0,0,0,0,0,0,15,40.7618255615,-73.9704742432,40.779335022,-73.9815826416,1,2.84176356288,10.0
0,1,0,0,0,0,0,13,40.755765,-73.991129,40.73411,-73.993456,1,3.17837736113,11.0
0,0,0,0,1,0,0,1,40.71965,-73.993317,40.718173,-73.944692,1,5.39564917384,11.5
1,0,0,0,0,0,0,14,40.7660560608,-73.9573745728,40.7736854553,-73.9817428589,1,2.92138169693,24.0
0,0,0,0,0,1,0,11,40.755032,-73.981247,40.646747,-73.790472,1,26.4309637946,57.33
0,0,1,0,0,0,0,8,40.772883,-73.989344,40.756631,-73.993861,1,2.42960109284,6.1
0,0,0,0,0,0,1,10,40.7683,-73.9823,40.7805,-73.9728,2,2.07192896108,5.7
0,1,0,0,0,0,0,21,40.778945,-73.981532,40.79346,-73.969117,1,2.52977468952,6.0
0,1,0,0,0,0,0,14,40.771032,-73.956677,40.75307,-73.968987,1,2.96057735563,6.5
0,0,0,1,0,0,0,17,40.7412,-73.985577,40.730562,-73.98484,1,1.55836911618,6.5
0,1,0,0,0,0,0,19,40.760757,-73.998505,40.75835,-73.988262,2,1.18836935274,7.5
0,0,0,1,0,0,0,17,40.745137,-73.988732,40.722567,-73.997447,1,3.44017993485,9.5
0,0,0,0,0,0,1,10,40.7484,-73.988422,40.791932,-73.950672,6,7.61883810863,13.5
0,0,0,1,0,0,0,12,40.756195,-73.997592,40.760895,-73.970005,5,3.13326986431,15.5
0,0,0,0,0,0,1,10,40.645627,-73.791372,40.765217,-73.98025,1,27.2911735933,52.0
0,0,1,0,0,0,0,11,40.747307,-73.984747,40.782557,-73.971308,1,5.3673786672,16.5
1,0,0,0,0,0,0,8,40.753355,-73.985335,40.674367,-73.842997,1,19.5607560082,33.3
0,0,0,0,0,0,1,1,40.774102,-73.872782,40.762702,-73.99293,1,13.4156192864,33.3
0,0,0,0,0,1,0,3,40.726117,-74.005925,40.73861,-73.983355,1,3.09836597725,7.3
0,0,0,0,0,1,0,3,40.724675,-73.981568,40.746772,-73.989093,1,3.33844096189,10.1
0,0,0,0,1,0,0,9,40.768175,-73.957093,40.751878,-73.975225,1,3.11777490502,9.7
1,0,0,0,0,0,0,13,40.740383,-73.98207,40.778677,-73.947913,2,6.76074293293,9.7
0,0,0,0,0,0,1,3,40.727553,-73.98537,40.77683,-73.96169,2,7.67149900131,11.7
0,1,0,0,0,0,0,14,40.724897,-73.995548,40.724897,-73.995548,4,0.0,6.9
0,0,0,0,0,0,1,4,40.7247047424,-73.9480895996,40.7160758972,-73.9446334839,1,1.31918798011,4.0
0,0,0,0,0,1,0,8,40.790554,-73.965634,40.787237,-73.973832,1,1.02952689043,5.5
0,0,1,0,0,0,0,15,40.784831,-73.955935,40.793757,-73.969362,1,1.9790589353,7.5
0,1,0,0,0,0,0,15,40.707763,-74.003629,40.741186,-73.978479,1,5.62859296996,13.5
0,0,1,0,0,0,0,12,40.7165222168,-73.9882049561,40.7567062378,-73.9697418213,1,6.22455875145,17.0
0,0,0,0,1,0,0,5,40.7581291199,-73.9712982178,40.7073783875,-74.0071182251,1,8.41943327425,17.0
0,1,0,0,0,0,0,12,40.7741546631,-73.8746032715,40.7257919312,-73.9964904785,1,15.2486357233,36.04
0,1,0,0,0,0,0,9,40.787835,-73.975306,40.805198,-73.965794,1,2.74980024067,6.1
0,0,0,0,1,0,0,15,40.726141,-73.994923,40.754455,-73.979124,1,4.49700237845,9.3
0,1,0,0,0,0,0,11,40.764643,-73.977193,40.784605,-73.952197,1,4.02439772241,8.5
0,1,0,0,0,0,0,14,40.730905,-73.981593,40.751518,-73.993825,1,3.30622756508,8.5
0,0,0,1,0,0,0,17,40.771002,-73.865582,40.724057,-73.9849,1,14.9007018367,32.0
0,0,0,0,0,0,1,8,40.799818,-73.96831,40.794425,-73.972173,3,0.897465388942,3.7
0,0,0,0,0,1,0,15,40.760243,-74.01987,40.762863,-74.020918,1,0.400483083347,4.9
0,0,0,0,1,0,0,3,40.719645,-73.993082,40.719262,-73.943638,5,5.48236988164,9.3
1,0,0,0,0,0,0,20,40.769601,-73.927972,40.725146,-73.992129,1,9.63590006109,23.3
0,0,1,0,0,0,0,12,40.7742156982,-73.9888153076,40.764541626,-73.9857177734,1,1.45622906997,6.5
0,0,0,1,0,0,0,8,40.800059,-73.968042,40.791586,-73.966528,1,1.25079907504,7.0
0,0,1,0,0,0,0,21,40.7857170105,-73.9727172852,40.7706985474,-73.9861221313,2,2.6518014614,7.0
0,0,1,0,0,0,0,7,40.739588,-74.002557,40.731868,-73.982263,1,2.51711452457,8.0
0,0,0,0,1,0,0,23,40.7498588562,-73.9911270142,40.7324485779,-73.9768066406,2,3.0010418893,9.5
0,0,0,0,1,0,0,10,40.7607803345,-73.9837112427,40.7440986633,-73.9858398438,1,2.45172555711,12.0
0,0,1,0,0,0,0,18,40.754287,-73.977391,40.778608,-73.945934,1,4.98057482881,12.5
0,0,1,0,0,0,0,17,40.776953,-73.961579,40.724445,-73.987493,1,8.20066316444,21.5
1,0,0,0,0,0,0,15,40.767583,-73.982069,40.759164,-73.972362,1,1.63513607604,5.3
0,0,0,0,0,1,0,19,40.72049,-73.987254,40.717051,-73.956595,1,3.43636515812,10.1
0,1,0,0,0,0,0,16,40.759,-73.981,40.7642,-73.9728,2,1.18499705899,6.1
0,0,0,1,0,0,0,20,40.774434,-73.963324,40.776882,-73.957112,2,0.775775001995,3.7
0,0,1,0,0,0,0,20,40.762992,-73.989574,40.760723,-74.002699,2,1.49170082398,4.9
0,0,1,0,0,0,0,17,40.741624,-74.004609,40.726734,-73.999854,1,2.2411143435,5.7
0,0,0,1,0,0,0,6,40.752677,-73.97972,40.742147,-73.985395,1,1.66387870888,6.0
0,1,0,0,0,0,0,11,40.748033,-73.986197,40.757673,-74.000562,4,2.12672003285,6.5
0,0,0,0,0,0,1,3,40.726225,-74.005588,40.741053,-74.005487,3,2.16920766206,6.5
0,0,1,0,0,0,0,11,40.725672,-74.004125,40.838592,-73.946602,1,17.7052928526,9.0
0,0,0,0,0,0,1,17,40.808817,-73.959662,40.768043,-73.966228,1,6.00897338262,10.5
0,0,0,1,0,0,0,12,40.775662,-73.950517,40.777737,-73.979837,1,3.26219945329,13.0
0,0,0,1,0,0,0,6,40.75142,-73.980147,40.759447,-73.97678,1,1.23211646833,13.5
0,0,0,1,0,0,0,12,40.773702,-73.87087,40.715797,-73.961555,1,13.144401055,24.0
0,0,0,0,0,0,1,3,40.746518,-73.997517,40.730615,-74.002547,1,2.39231522934,5.3
0,0,1,0,0,0,0,0,40.746505,-73.99547,40.71641,-74.004778,2,4.52187801324,7.3
0,0,0,0,0,0,1,3,40.756385,-73.972827,40.766985,-73.98337,4,1.94146370216,8.1
0,1,0,0,0,0,0,14,40.782822,-73.959335,40.690188,-73.981522,2,13.7727261382,38.9
1,0,0,0,0,0,0,11,40.747554,-73.978754,40.743826,-73.983419,1,0.75149243814,3.5
0,0,0,0,1,0,0,11,40.7567634583,-73.9905776978,40.760471344,-73.9816207886,5,1.13106082236,6.0
1,0,0,0,0,0,0,1,40.756543,-73.972072,40.740828,-74.004643,2,4.27961690088,10.5
0,0,0,0,0,0,1,22,40.763687,-73.981832,40.723653,-73.99142,1,5.95218009622,13.5
0,0,1,0,0,0,0,19,40.751271,-74.006624,40.756354,-73.999215,1,1.10771860034,5.3
0,0,0,1,0,0,0,9,40.754262,-73.97738,40.758053,-73.987667,1,1.26768318104,6.1
0,0,1,0,0,0,0,14,40.747331,-73.989615,40.752282,-73.978384,1,1.44005890126,8.9
0,0,0,1,0,0,0,15,40.763007,-73.969367,40.754145,-73.980042,2,1.75497158699,8.0
0,0,0,0,0,0,1,10,40.765307,-73.975317,40.769725,-73.951607,1,2.70527517975,8.5
1,0,0,0,0,0,0,13,40.753507,-73.972265,40.75595,-73.98494,6,1.44934419696,9.5
0,0,0,1,0,0,0,21,40.711868,-73.961133,40.68957,-73.970362,1,3.41877743607,10.1
1,0,0,0,0,0,0,13,40.724247,-73.998192,40.71337,-74.010267,2,2.07950304965,6.1
0,0,0,0,0,1,0,2,40.739737,-74.006308,40.778688,-73.988662,4,6.02427024167,15.7
0,0,0,0,0,0,1,8,40.70722,-74.004136,40.7116,-74.009701,1,0.889596707809,3.7
0,0,0,0,0,0,1,22,40.689852,-73.964689,40.692556,-73.969783,1,0.6897370364,3.5
0,0,0,1,0,0,0,0,40.736634,-73.990931,40.74385,-73.98368,2,1.32675425672,6.5
0,0,1,0,0,0,0,17,40.765075,-73.97673,40.779227,-73.955875,1,3.10230658556,9.5
0,0,1,0,0,0,0,22,40.751903,-73.977718,40.733008,-73.975037,1,2.78006406914,10.5
0,1,0,0,0,0,0,10,40.646535,-73.79016,40.788597,-73.940835,2,26.6646757408,57.33
0,0,0,0,0,1,0,23,40.739226,-73.980121,40.721317,-73.986874,1,2.72475325857,8.1
0,1,0,0,0,0,0,23,40.679994,-73.974451,40.729402,-73.998027,1,7.68621829298,12.1
0,0,0,1,0,0,0,23,40.758726,-73.98609,40.748099,-73.995316,1,1.86068549739,6.1
0,0,1,0,0,0,0,8,40.756568,-73.989582,40.736557,-73.988736,1,2.92889773785,8.9
0,0,0,1,0,0,0,6,40.756897,-73.990423,40.755982,-73.974592,1,1.75937941626,6.5
0,0,0,0,0,0,1,10,40.741932,-73.980833,40.7547,-73.98102,2,1.86793763596,7.0
0,1,0,0,0,0,0,19,40.739905,-73.97949,40.748802,-74.00333,1,2.94542743588,10.0
0,0,0,0,0,0,1,10,40.723397,-73.992727,40.741075,-73.995695,6,2.60694850199,10.0
0,0,0,1,0,0,0,15,40.752087,-73.976872,40.753807,-73.9972,3,2.26673305027,11.5
0,0,1,0,0,0,0,11,40.768942,-73.862677,40.750405,-73.983483,2,13.6581309707,39.83
0,1,0,0,0,0,0,19,40.723878,-73.996927,40.739585,-74.005478,3,2.48561347319,7.3
0,0,0,0,0,1,0,15,40.74534,-73.990978,40.75298,-73.979782,2,1.66994688113,5.7
0,0,0,0,0,0,1,17,40.758195,-73.988245,40.74998,-73.991457,1,1.25337159822,5.7
0,0,0,0,1,0,0,17,40.79011,-73.98028,40.850805,-73.965964,1,9.01937047761,26.1
0,0,0,1,0,0,0,15,40.749095,-73.975198,40.759847,-73.980155,1,1.6660651369,8.0
0,0,0,0,0,1,0,19,40.719861,-73.999286,40.701702,-74.012138,1,3.01460888293,10.0
0,0,0,0,0,1,0,21,40.718978,-73.988932,40.795635,-73.961727,1,11.6122395764,18.9
1,0,0,0,0,0,0,20,40.7654,-73.9876,40.7569,-73.9984,2,1.72576692627,4.9
0,0,1,0,0,0,0,19,40.77988,-73.961576,40.779791,-73.974239,2,1.40279112079,4.9
0,0,1,0,0,0,0,13,40.742735,-73.993043,40.762583,-73.968976,1,3.9425836515,9.3
0,0,0,0,1,0,0,16,40.770736,-73.963559,40.738329,-73.985945,2,5.3506264335,10.9
0,0,0,1,0,0,0,15,40.776758,-73.957653,40.776758,-73.957653,1,0.0,2.5
0,1,0,0,0,0,0,19,40.753652,-73.972362,40.760167,-73.973448,5,0.960642824889,6.0
0,0,0,0,0,0,1,10,40.767845,-73.982027,40.74845,-73.984232,2,2.84778356229,8.5
0,0,0,1,0,0,0,17,40.749707,-73.992475,40.72154,-73.995255,1,4.13203943818,21.0
0,0,0,0,1,0,0,3,40.75575,-73.990887,40.680498,-73.95086,3,11.8694980317,18.5
0,0,0,0,0,0,1,3,40.729638,-74.000207,40.721892,-73.98149,1,2.36428627272,8.1
0,0,0,0,0,0,1,1,40.76114,-73.999167,40.761562,-73.994022,3,0.573423406294,3.3
0,0,0,1,0,0,0,21,40.779347,-73.947722,40.818412,-73.937595,1,5.82379637893,9.7
0,0,0,0,0,0,1,1,40.741637,-73.997515,40.684687,-73.938387,4,10.6016550456,18.9
0,1,0,0,0,0,0,11,40.802323,-73.950105,40.806777,-73.961202,3,1.39086287827,5.7
0,0,0,1,0,0,0,9,40.747427,-73.983348,40.757305,-73.999467,1,2.29761616385,8.9
0,0,0,0,0,0,1,22,40.721352,-73.988463,40.710572,-73.965299,1,3.01393094451,7.7
0,0,0,0,0,0,1,21,40.764369,-73.915953,40.75371,-73.92433,1,1.81467581369,5.0
0,1,0,0,0,0,0,14,40.719968,-73.998477,40.73732,-73.994327,1,2.5797678253,8.5
0,0,0,0,0,1,0,14,40.759116,-73.977597,40.749226,-73.991835,3,2.14072805025,10.0
0,0,0,0,1,0,0,8,40.764873,-73.991735,40.798812,-73.949922,2,6.78988777778,14.5
0,0,0,0,0,1,0,19,40.7744,-73.9826,40.7938,-73.9745,2,2.97645940588,7.3
0,0,1,0,0,0,0,14,40.752317,-73.993925,40.713575,-73.996537,1,5.67493415273,8.1
1,0,0,0,0,0,0,10,40.732549,-73.97711,40.768619,-73.955393,1,5.79961192784,8.1
1,0,0,0,0,0,0,13,40.759187,-73.981749,40.666789,-73.942938,1,14.1854087664,27.7
0,0,0,1,0,0,0,14,40.712742,-74.010262,40.757808,-73.988675,1,7.01350589485,16.1
0,0,0,0,0,1,0,10,40.743774,-73.979753,40.743636,-73.990358,1,1.17556999381,4.9
0,0,0,1,0,0,0,17,40.737059,-73.998817,40.732865,-73.97961,3,2.21571134782,7.7
0,0,1,0,0,0,0,11,40.76751,-73.962507,40.767565,-73.964142,5,0.18132756363,3.0
1,0,0,0,0,0,0,11,40.761402,-73.966785,40.755527,-73.96839,4,0.877658705984,6.0
0,1,0,0,0,0,0,15,40.744237,-73.976147,40.725982,-73.985148,3,2.85081335034,6.5
1,0,0,0,0,0,0,11,40.763197,-73.974222,40.764105,-73.983943,1,1.0852556718,6.5
0,0,0,0,0,1,0,15,40.761077,-73.973507,40.725502,-73.996387,2,5.78921051235,10.5
0,1,0,0,0,0,0,21,40.707992,-74.01304,40.689855,-73.971172,2,5.34809296465,15.0
1,0,0,0,0,0,0,23,40.742937,-73.986822,40.818117,-73.952813,1,11.625364727,21.0
0,0,0,0,0,0,1,1,40.725767,-73.990262,40.738187,-74.005377,1,2.47157000689,7.3
0,0,1,0,0,0,0,3,40.760693,-73.965032,40.727022,-73.988945,1,5.59348584512,8.1
0,1,0,0,0,0,0,15,40.766502,-73.954107,40.743375,-73.976782,1,4.21427814039,8.1
0,0,0,0,0,1,0,2,40.74729,-73.993467,40.737195,-74.003887,1,1.87476587888,4.9
0,0,0,0,0,0,1,1,40.73159,-74.001055,40.801937,-73.96735,1,10.9476289226,16.9
0,0,1,0,0,0,0,19,40.773135,-73.982071,40.769285,-73.985389,1,0.672559830056,3.5
0,0,0,1,0,0,0,13,40.7639350891,-73.9730529785,40.7681503296,-73.9616851807,1,1.4023676889,6.5
1,0,0,0,0,0,0,11,40.734326,-73.986555,40.706291,-74.003062,2,4.49105746748,10.5
0,0,0,0,0,1,0,10,40.755859,-73.989577,40.756385,-74.001274,1,1.2984675218,6.1
0,0,0,0,0,1,0,19,40.733151,-73.987294,40.770789,-73.953781,1,6.64151368376,9.7
0,0,1,0,0,0,0,0,40.726371,-74.005553,40.673426,-73.957306,2,9.41392886807,16.1
0,0,0,1,0,0,0,15,40.77868,-73.981728,40.785427,-73.982202,3,0.988409918167,5.0
0,0,0,0,0,0,1,17,40.75712,-73.978068,40.739075,-73.991357,1,3.02284237875,6.5
0,0,0,0,0,1,0,15,40.783137,-73.959188,40.764638,-73.973452,1,3.13379256849,6.5
0,0,0,1,0,0,0,6,40.789792,-73.948415,40.774305,-73.980912,1,4.25331863408,11.0
0,1,0,0,0,0,0,19,40.7567,-73.990135,40.79612,-73.969687,1,6.19567376768,12.5
0,0,0,1,0,0,0,6,40.718732,-74.004957,40.757357,-73.976097,1,6.49311829937,14.5
0,0,0,1,0,0,0,17,40.765775,-73.95468,40.751425,-73.990932,1,4.53250941056,14.5
1,0,0,0,0,0,0,21,40.648547,-73.7801,40.731358,-73.992183,1,26.4610025187,49.57
0,0,0,1,0,0,0,9,40.776455,-73.982313,40.759987,-73.977907,1,2.45805337293,7.3
0,0,1,0,0,0,0,15,40.774715,-73.982617,40.781657,-73.985238,1,1.05623094186,4.9
0,0,0,0,0,0,1,17,40.741682,-73.989403,40.777578,-73.987883,2,5.25390360092,14.9
0,0,0,1,0,0,0,8,40.742189,-73.974657,40.771406,-73.982657,1,4.36510290185,11.7
0,0,0,0,0,0,1,21,40.72108,-74.000258,40.734569,-73.990245,1,2.26409103199,6.5
0,0,0,1,0,0,0,19,40.7275505066,-73.9912872314,40.7259788513,-74.0008163452,5,1.0811503486,6.5
0,1,0,0,0,0,0,10,40.777165,-73.952392,40.767915,-73.861176,1,10.1956633826,25.3
0,0,0,0,1,0,0,13,40.747304,-73.979169,40.731711,-73.991238,1,2.64441424423,6.9
0,0,1,0,0,0,0,19,40.7876,-73.9749,40.7582,-73.9646,2,4.44970712704,11.3
0,0,0,0,0,0,1,14,40.771365,-73.950236,40.744084,-73.976512,1,4.94016591339,8.9
0,0,0,0,0,1,0,2,40.66896,-73.950223,40.668872,-73.948112,6,0.23458738822,2.5
0,1,0,0,0,0,0,21,40.732355,-73.98803,40.742225,-73.980638,1,1.66016196868,5.0
0,1,0,0,0,0,0,16,40.7404,-73.986692,40.7448,-73.997142,6,1.32507629605,5.5
0,0,0,1,0,0,0,12,40.756702,-73.97869,40.740657,-73.989298,2,2.62517442286,6.5
0,0,1,0,0,0,0,15,40.735747,-74.005927,40.74071,-73.990103,1,1.89831185962,6.5
1,0,0,0,0,0,0,21,40.744998,-73.997572,40.756625,-73.997783,1,1.7010672279,7.5
0,1,0,0,0,0,0,15,40.76611,-73.967387,40.765635,-73.97601,1,0.957928260648,4.9
0,0,0,0,0,1,0,7,40.756398,-73.961501,40.765388,-73.954241,1,1.54166598122,5.0
1,0,0,0,0,0,0,12,40.7508506775,-73.9907608032,40.7446784973,-73.9869995117,1,0.994504830299,5.0
0,0,0,0,0,1,0,21,40.778081,-73.958714,40.785905,-73.953128,2,1.30111642493,5.5
0,0,0,0,0,1,0,7,40.750343,-73.994764,40.756809,-73.976842,1,2.1998264564,7.5
0,0,0,0,0,1,0,20,40.75587,-73.967926,40.750801,-73.990765,1,2.63736995242,11.5
0,0,0,0,0,1,0,8,40.808179,-73.963712,40.780508,-73.957028,1,4.11510130411,16.0
1,0,0,0,0,0,0,13,40.756782,-73.982995,40.756427,-73.989677,1,0.742269400613,5.0
0,0,0,1,0,0,0,12,40.751662,-73.986305,40.761152,-73.970447,3,2.23949693999,12.5
0,0,0,0,1,0,0,9,40.743045,-73.918848,40.748842,-73.992522,2,8.20924338764,18.5
1,0,0,0,0,0,0,13,40.743367,-73.9799,40.774842,-73.98814,1,4.6941149641,18.5
0,0,0,0,1,0,0,3,40.783545,-73.950575,40.802022,-73.949347,1,2.70640811311,6.1
0,0,0,1,0,0,0,9,40.765235,-73.961728,40.760542,-73.983467,1,2.50465753079,10.9
0,1,0,0,0,0,0,20,40.737222,-73.99639,40.747275,-73.996954,1,1.47197500917,5.3
0,0,0,0,0,1,0,4,40.740244,-74.003717,40.758092,-73.978894,1,3.79278799668,6.9
0,0,0,0,0,1,0,23,40.757867,-73.991126,40.76079,-73.999095,1,0.981115364497,4.0
