sunday,monday,tuesday,wednesday,thursday,friday,saturday,hourofday,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,estimated_distance,fare_amount
0,1,0,0,0,0,0,20,40.751002,-73.971115,40.777662,-73.947145,1,4.7184992375,7.3
0,0,0,0,0,0,1,10,40.761237,-73.967422,40.764452,-73.965642,6,0.51000012325,3.5
0,0,1,0,0,0,0,15,40.796207,-73.96149,40.780727,-73.980712,1,3.10820805286,6.5
0,0,0,1,0,0,0,17,40.748827,-73.991832,40.742955,-73.988815,6,0.921795737914,7.5
0,0,0,1,0,0,0,12,40.76599,-73.959693,40.731832,-73.99792,2,6.55115960188,20.0
0,1,0,0,0,0,0,19,40.75631,-73.966078,40.74165,-73.9898,1,3.39278064055,8.1
0,0,0,1,0,0,0,21,40.731107,-73.992013,40.715945,-73.95615,5,4.55287727029,12.1
0,1,0,0,0,0,0,19,40.723173,-73.985652,40.763183,-73.982758,1,5.86182010145,11.7
0,0,0,0,1,0,0,9,40.726372,-73.991877,40.719582,-73.986587,1,1.153530028,4.9
1,0,0,0,0,0,0,21,40.735653,-74.006845,40.779507,-73.981847,1,6.98786289735,10.9
1,0,0,0,0,0,0,19,40.755976,-73.978617,40.756131,-73.970531,1,0.896325735337,5.5
0,0,0,1,0,0,0,21,40.754112,-73.991993,40.763379,-73.990705,1,1.36315566254,5.5
0,0,1,0,0,0,0,21,40.719048,-74.012192,40.731595,-74.000975,1,2.21709306885,6.0
0,0,0,0,0,1,0,17,40.7757987976,-73.9559555054,40.805519104,-73.9618835449,1,4.39706011246,15.5
0,0,0,0,0,1,0,21,40.73721,-74.001555,40.72772,-73.99138,4,1.78873168415,5.3
0,1,0,0,0,0,0,10,40.740556,-73.986108,40.75142,-73.976862,1,1.89101109067,5.3
0,0,1,0,0,0,0,10,40.758447,-73.962652,40.78254,-73.948249,1,3.86894238495,6.9
0,0,0,1,0,0,0,23,40.75901,-73.98482,40.761596,-73.974827,2,1.1701301421,5.7
0,0,0,0,0,0,1,18,40.765055,-73.987892,40.74141,-73.993017,3,3.50532812181,7.7
0,1,0,0,0,0,0,16,40.801127,-73.967757,40.801127,-73.967757,1,0.0,4.5
0,1,0,0,0,0,0,21,40.753867,-73.984047,40.782732,-73.9786,1,4.26554941319,10.5
1,0,0,0,0,0,0,13,40.750422,-73.986395,40.757762,-73.996865,1,1.58087177101,25.5
0,0,0,0,0,1,0,15,40.785,-73.970035,40.787938,-73.971358,1,0.454092763236,4.1
0,0,0,1,0,0,0,9,40.759408,-73.959607,40.745213,-73.97062,2,2.40867074724,6.1
0,1,0,0,0,0,0,19,40.797912,-73.969442,40.765247,-73.982227,1,4.98398544153,9.7
0,0,0,1,0,0,0,21,40.805595,-73.961852,40.809907,-73.95264,2,1.199312614,4.9
1,0,0,0,0,0,0,8,40.772058,-73.955903,40.774347,-73.982287,5,2.94207029489,7.7
0,0,1,0,0,0,0,19,40.75717,-73.985052,40.745778,-73.987856,1,1.69525169144,6.5
0,0,0,0,1,0,0,15,40.75962,-73.9681,40.775399,-73.960698,1,2.44965597067,6.5
0,0,1,0,0,0,0,13,40.756342,-73.989132,40.750157,-73.974118,1,1.89393209277,8.0
0,0,0,1,0,0,0,23,40.73978,-74.002865,40.728601,-73.981821,1,2.84886874619,8.5
0,0,0,1,0,0,0,6,40.7385,-74.008028,40.760368,-73.987243,1,3.94208398902,9.0
0,0,1,0,0,0,0,11,40.7421951294,-73.9871292114,40.7101364136,-74.0091705322,1,5.2882653677,16.0
0,0,0,0,0,0,1,10,40.765185,-73.963961,40.777766,-73.955915,1,2.04497192223,5.3
0,0,0,0,0,1,0,14,40.764297,-73.988666,40.769506,-73.988405,1,0.762569820866,3.3
0,1,0,0,0,0,0,22,40.740342,-74.006217,40.774046,-73.957061,1,7.34715316627,13.7
0,0,0,0,0,1,0,4,40.7734,-73.9554,40.7878,-73.9494,1,2.20892856135,4.9
0,0,0,0,0,1,0,2,40.726194,-74.005694,40.731979,-73.984584,1,2.48854276519,6.9
0,1,0,0,0,0,0,20,40.755831,-73.983098,40.74103,-74.007522,1,3.46628068553,9.3
0,1,0,0,0,0,0,15,40.755245,-73.98612,40.774314,-73.988892,3,2.80644889237,7.7
0,0,0,0,0,0,1,18,40.743976,-74.00293,40.736197,-73.987352,1,2.0679448145,7.7
0,0,0,1,0,0,0,22,40.733184,-74.010094,40.768805,-73.98576,1,5.86742463884,8.9
0,0,0,1,0,0,0,17,40.774005,-73.982167,40.783967,-73.97782,1,1.53483085748,4.5
0,1,0,0,0,0,0,16,40.753427,-73.976832,40.764205,-73.980838,2,1.63800257596,7.0
1,0,0,0,0,0,0,21,40.7659,-73.957328,40.777412,-73.976695,5,2.7276063649,8.5
0,0,0,0,0,0,1,1,40.758835,-73.988437,40.738352,-73.983493,1,3.04612939053,10.5
1,0,0,0,0,0,0,21,40.775683,-73.980167,40.778278,-73.945632,5,3.84453161187,11.5
1,0,0,0,0,0,0,13,40.747812,-74.004338,40.735838,-73.993497,1,2.12418370602,6.1
0,0,0,1,0,0,0,11,40.759724,-73.978365,40.753966,-73.980544,3,0.876258988714,6.1
0,0,0,0,0,0,1,3,40.731698,-73.988383,40.768608,-73.926992,1,8.68582136294,15.7
0,0,0,1,0,0,0,21,40.769095,-73.980783,40.771622,-73.96573,5,1.7081987056,4.9
0,0,1,0,0,0,0,19,40.759061,-73.9958,40.747957,-74.002906,1,1.80520851168,6.9
1,0,0,0,0,0,0,8,40.732915,-74.003195,40.633023,-74.029957,1,14.9116688165,26.1
1,0,0,0,0,0,0,13,40.766082,-73.991063,40.758793,-73.989508,2,1.08013395859,5.7
1,0,0,0,0,0,0,20,40.748288,-73.988439,40.834729,-73.944185,1,13.5620478074,22.5
0,1,0,0,0,0,0,0,40.751605,-73.978194,40.74564,-73.985919,1,1.22246425608,5.0
0,0,0,0,0,1,0,21,40.724368,-73.992768,40.71423,-74.00575,1,2.06672163859,6.0
0,0,0,0,0,1,0,21,40.7768516541,-73.9865036011,40.7899703979,-73.9801177979,1,2.0453371902,6.0
0,0,0,0,0,0,1,1,40.722820282,-73.9879379272,40.7796783447,-73.952003479,1,9.22190077882,15.0
0,0,1,0,0,0,0,21,40.7043762207,-74.0089645386,40.7513771057,-73.9913330078,1,7.14816644518,18.5
0,1,0,0,0,0,0,7,40.751652,-73.990865,40.744484,-73.975653,1,1.98540236621,5.3
0,0,0,0,0,0,1,18,40.778354,-73.948364,40.791001,-73.939203,1,2.11012312379,4.1
0,0,0,1,0,0,0,14,40.758755,-73.970602,40.755342,-73.979065,1,1.06243020333,4.9
0,1,0,0,0,0,0,18,40.75781,-73.985269,40.701561,-74.012239,1,8.7549662771,14.9
0,0,0,0,0,0,1,10,40.772355,-73.953052,40.786917,-73.956478,2,2.16380736206,4.0
0,0,0,0,0,1,0,3,40.722487,-73.993867,40.720365,-74.004632,1,1.23323859828,4.5
0,0,0,0,0,0,1,10,40.78103,-73.983307,40.766257,-73.957653,1,3.57040626988,13.0
1,0,0,0,0,0,0,23,40.67274,-73.983328,40.71321,-73.938925,1,7.70111324679,19.0
0,0,0,0,0,1,0,15,40.771612,-73.956177,40.77665,-73.943855,2,1.55132349934,5.3
0,0,0,1,0,0,0,10,40.721893,-73.984761,40.725445,-73.996392,1,1.39025790036,4.1
0,1,0,0,0,0,0,14,40.758942,-73.976692,40.758947,-73.987255,2,1.17047352278,4.9
0,1,0,0,0,0,0,14,40.728925,-73.984715,40.716338,-74.010993,1,3.44653241381,9.3
1,0,0,0,0,0,0,21,40.75278,-73.996663,40.736495,-73.997352,1,2.38354596447,5.7
0,1,0,0,0,0,0,14,40.756345,-73.982677,40.763097,-73.978005,1,1.11518944787,4.5
0,0,0,1,0,0,0,22,40.753901,-73.97441,40.750143,-73.991159,1,1.93583283753,6.5
0,1,0,0,0,0,0,14,40.735895,-73.989408,40.745115,-73.9806,1,1.665034846,6.5
0,0,0,0,0,0,1,3,40.732163,-74.00044,40.696307,-73.974168,1,6.00000122707,15.0
0,0,0,0,0,0,1,18,40.765262,-73.987803,40.732828,-73.98583,1,4.74978509582,16.5
0,0,0,0,1,0,0,23,40.747008,-74.002319,40.750119,-74.00226,1,0.45515322595,2.9
0,0,0,0,0,1,0,19,40.75316,-73.996332,40.737515,-73.990268,2,2.3853362662,7.3
0,0,0,1,0,0,0,20,40.721319,-73.997521,40.733308,-74.002671,2,1.84445251238,6.6
0,0,1,0,0,0,0,18,40.771443,-73.949858,40.77466,-73.957923,1,1.00984593155,3.7
1,0,0,0,0,0,0,18,40.735755,-74.001781,40.723153,-74.004558,1,1.86906603856,4.9
0,0,1,0,0,0,0,1,40.760608,-73.969334,40.68571,-73.928639,1,11.8493585958,19.3
0,0,0,0,0,0,1,13,40.722809,-73.99804,40.766635,-73.978352,1,6.77243784191,12.9
0,0,0,1,0,0,0,17,40.790685,-73.953947,40.783877,-73.95354,5,0.996957747977,4.5
0,0,0,1,0,0,0,17,40.72474,-73.987277,40.738322,-73.989402,2,2.00081775484,6.5
0,0,0,0,0,1,0,15,40.779935,-73.950258,40.762552,-73.981747,1,4.31705939425,10.5
1,0,0,0,0,0,0,23,40.725517,-73.992017,40.741337,-73.954285,1,4.78021633057,17.8
0,0,0,1,0,0,0,15,40.717797,-74.000125,40.764727,-73.97212,1,7.53446367273,20.5
0,0,0,0,1,0,0,3,40.751352,-73.998017,40.743687,-73.987955,1,1.58142041171,18.1
0,0,0,1,0,0,0,10,40.73506,-73.989901,40.764317,-73.970903,1,4.76981858728,10.9
1,0,0,0,0,0,0,13,40.761952,-73.974625,40.731962,-74.00343,2,5.42579454773,10.9
0,0,0,0,1,0,0,9,40.728018,-73.984948,40.756122,-73.991135,1,4.16811387144,10.9
0,0,1,0,0,0,0,18,40.799128,-73.966823,40.805319,-73.962188,1,1.04100522626,4.0
0,0,0,0,0,1,0,21,40.722663,-73.994268,40.721476,-73.987671,1,0.751741161371,6.5
0,0,0,0,1,0,0,16,40.725524,-74.004231,40.742347,-73.982837,3,3.41772256536,11.0
0,0,0,0,0,1,0,5,40.716455,-73.996333,40.758555,-73.991014,1,6.18693852727,12.5
0,1,0,0,0,0,0,14,40.7653,-73.954598,40.706272,-74.006333,1,10.3659441506,21.0
0,0,1,0,0,0,0,12,40.738124,-73.977724,40.747758,-73.989359,1,1.91030493863,7.3
0,1,0,0,0,0,0,18,40.761723,-73.976774,40.769179,-73.961401,1,2.02260224157,7.3
0,0,0,1,0,0,0,9,40.732186,-73.987987,40.780348,-73.946296,1,8.42519639526,12.1
0,0,0,0,0,1,0,23,40.745552,-73.984265,40.76267,-73.971785,2,2.86069884007,5.7
0,0,0,1,0,0,0,15,40.782317,-73.978852,40.792192,-73.971667,2,1.64931003668,4.5
0,0,0,1,0,0,0,12,40.748785,-73.978087,40.74186,-73.99018,1,1.68007229453,5.5
0,1,0,0,0,0,0,11,40.773738,-73.962017,40.755742,-73.977922,2,3.16800686206,6.5
1,0,0,0,0,0,0,23,40.757152,-73.990047,40.742537,-74.00697,1,2.84403378992,7.5
0,0,0,0,0,0,1,6,40.641278,-73.787452,40.717592,-73.991295,5,25.2200830009,45.0
1,0,0,0,0,0,0,21,40.716307,-73.998137,40.728813,-74.076755,5,8.90626159333,49.57
0,0,0,1,0,0,0,9,40.750627,-73.99179,40.756412,-73.970272,1,2.53029839089,12.1
0,0,0,1,0,0,0,9,40.805372,-73.96248,40.811585,-73.962712,1,0.90925881472,3.7
0,0,1,0,0,0,0,18,40.813683,-73.959857,40.792396,-73.964252,1,3.15186290945,7.3
0,1,0,0,0,0,0,12,40.738238,-73.984337,40.73367,-73.987119,1,0.73597147472,3.3
0,0,0,1,0,0,0,9,40.7862815857,-73.9723815918,40.7782287598,-73.9785766602,5,1.36333883489,4.0
0,0,0,0,0,0,1,12,40.762337,-73.970769,40.76133,-73.967937,1,0.346655046969,6.5
0,0,0,0,0,1,0,17,40.7390785217,-73.9829940796,40.7478370667,-73.985206604,3,1.30453766779,6.5
0,0,0,0,0,1,0,23,40.786169,-73.950794,40.772938,-73.947897,2,1.96197790966,7.5
0,1,0,0,0,0,0,0,40.759871,-73.995976,40.733487,-74.002878,1,3.93476970547,10.0
0,0,1,0,0,0,0,20,40.7553215027,-73.9766616821,40.7698516846,-73.9529342651,1,3.38085667769,14.0
0,0,1,0,0,0,0,18,40.731455,-73.992119,40.742068,-74.000898,1,1.83232733779,6.1
0,0,0,0,1,0,0,22,40.740106,-73.990707,40.718273,-73.987645,1,3.21192327263,9.3
0,0,0,0,0,0,1,1,40.726362,-73.998398,40.730317,-74.007317,1,1.14559671204,4.5
0,0,0,0,0,1,0,2,40.741045,-74.005045,40.762258,-73.986737,1,3.70763424198,6.5
0,0,0,1,0,0,0,9,40.75079,-74.001947,40.752447,-73.977227,1,2.75019868918,6.5
1,0,0,0,0,0,0,21,40.748565,-73.988463,40.750912,-73.97271,5,1.77925406796,6.5
0,0,0,1,0,0,0,15,40.78453,-73.954207,40.757752,-73.963895,3,4.06171637448,13.5
1,0,0,0,0,0,0,11,40.7747,-73.98258,40.8083,-73.94494,2,6.44509795481,13.5
0,0,0,1,0,0,0,21,40.718992,-73.98513,40.72425,-73.986727,1,0.78930544329,4.1
0,1,0,0,0,0,0,15,40.761837,-73.966645,40.769062,-73.959667,2,1.30953488725,4.1
0,0,1,0,0,0,0,15,40.756178,-73.990187,40.745475,-73.993657,1,1.61226791712,6.1
0,1,0,0,0,0,0,19,40.770007,-73.864032,40.715338,-74.009308,1,17.9785342499,26.9
0,0,1,0,0,0,0,19,40.744316,-73.99182,40.751652,-73.977678,2,1.89952448031,5.7
0,0,0,0,0,1,0,9,40.7438812256,-73.9835891724,40.790599823,-73.9764175415,1,6.88046862872,20.5
0,0,0,0,1,0,0,12,40.783759,-73.979571,40.810768,-73.961758,1,4.4162161797,8.1
0,0,0,0,0,1,0,17,40.772051,-73.947408,40.773356,-73.964905,1,1.94779832609,6.9
0,0,1,0,0,0,0,15,40.791192,-73.963935,40.810338,-73.95088,1,3.15195803849,6.5
0,1,0,0,0,0,0,16,40.74417,-73.9716,40.74288,-73.99242,2,2.3152778018,11.5
0,0,0,1,0,0,0,15,40.73717,-73.988607,40.751532,-74.007265,2,2.94797306737,11.5
0,1,0,0,0,0,0,19,40.753797,-73.966467,40.794522,-73.976597,6,6.06241070345,16.5
1,0,0,0,0,0,0,21,40.772822,-73.885433,40.775725,-73.947708,5,6.91208447493,23.07
0,1,0,0,0,0,0,19,40.735812,-73.99379,40.729722,-74.000668,4,1.17261506248,4.1
0,0,0,0,0,0,1,3,40.744792,-73.998772,40.73788,-73.996328,2,1.04680903019,13.7
0,0,0,1,0,0,0,20,40.74837,-73.988409,40.73662,-73.974456,1,2.31220078831,6.9
0,0,0,0,1,0,0,20,40.74483,-73.978455,40.758216,-73.98921,1,2.2924320244,8.0
0,0,0,0,0,0,1,23,40.740863,-74.007688,40.751294,-73.982224,2,3.20830376449,10.5
0,0,0,1,0,0,0,13,40.6448097229,-73.7816467285,40.7507400513,-73.9723434448,2,26.2197593918,57.33
0,0,0,0,0,0,1,21,40.761613,-73.968625,40.744601,-73.99205,1,3.59615392433,8.1
0,0,0,0,0,1,0,18,40.784955,-73.979124,40.750028,-73.991531,2,5.29113115886,12.1
0,0,0,0,0,0,1,10,40.758687,-73.992037,40.766682,-73.983412,5,1.51037568235,6.5
0,0,0,1,0,0,0,6,40.735907,-73.98521,40.75853,-73.983497,5,3.31494525527,10.5
0,0,0,1,0,0,0,21,40.753783,-73.985067,40.757425,-73.973382,1,1.40019225329,5.3
0,0,1,0,0,0,0,15,40.764172,-73.977315,40.77717,-73.982282,1,1.97949602297,6.1
1,0,0,0,0,0,0,8,40.675185,-73.701325,40.693297,-73.704177,2,2.66841539129,6.9
0,0,0,1,0,0,0,9,40.764002,-73.964885,40.759082,-73.999695,1,3.92368165141,13.3
0,0,0,1,0,0,0,10,40.742119,-73.975021,40.735875,-73.982374,1,1.22417969982,5.0
0,1,0,0,0,0,0,17,40.776505,-73.957966,40.761819,-73.974332,1,2.81129975265,8.0
0,0,0,0,1,0,0,22,40.7120399475,-74.0102081299,40.7306785583,-73.9892272949,4,3.58407655854,9.0
0,0,0,1,0,0,0,9,40.7750473022,-73.9610748291,40.7519340515,-73.9876861572,1,4.48628111211,16.5
0,0,0,1,0,0,0,20,40.760316,-73.987447,40.772593,-73.979341,1,2.00803546109,5.3
0,0,0,0,1,0,0,15,40.7841,-73.9565,40.7777,-73.9794,2,2.7039469166,8.1
0,0,0,0,0,0,1,12,40.765731,-73.971895,40.750094,-73.976599,3,2.34616357893,6.1
0,0,0,0,0,0,1,19,40.684355,-73.991719,40.675603,-73.997754,1,1.4448164175,4.9
1,0,0,0,0,0,0,13,40.717212,-74.010352,40.71396,-74.00679,1,0.618315409078,4.5
0,0,0,1,0,0,0,6,40.754802,-73.98755,40.739037,-73.995792,5,2.48056265826,6.0
0,0,0,0,0,0,1,10,40.757252,-73.971353,40.748792,-73.98728,1,2.15567394788,6.5
1,0,0,0,0,0,0,23,40.776357,-73.946855,40.709197,-74.002117,1,11.5776615196,20.0
0,1,0,0,0,0,0,11,40.748253,-73.975347,40.762628,-74.001067,2,3.54197655157,8.1
1,0,0,0,0,0,0,13,40.7411,-74.005777,40.741155,-73.987958,5,1.97504743561,8.1
0,0,0,0,0,1,0,15,40.778668,-73.9511,40.774187,-73.950973,1,0.655673624503,3.7
0,0,0,0,0,0,1,3,40.734632,-73.992343,40.731997,-73.988467,2,0.577232290445,3.7
0,1,0,0,0,0,0,11,40.753383,-73.9749,40.7522,-73.997058,1,2.46161943675,6.9
0,0,1,0,0,0,0,15,40.770893,-73.964262,40.787835,-73.95368,1,2.74166619621,5.7
0,0,0,1,0,0,0,9,40.772883,-73.989427,40.767452,-73.983452,5,1.03413329155,5.7
0,0,0,1,0,0,0,21,40.745043,-73.98666,40.776862,-73.977397,1,4.76659925608,10.9
0,0,0,1,0,0,0,17,40.726665,-73.993912,40.782433,-73.976594,2,8.38094821945,20.5
0,0,0,0,0,1,0,15,40.765414,-73.96439,40.772305,-73.94986,3,1.89939959137,7.0
1,0,0,0,0,0,0,22,40.756686,-73.991981,40.746021,-73.977839,1,2.21142060193,7.5
0,0,0,0,0,0,1,17,40.75474,-73.984608,40.745337,-73.994472,2,1.75703464996,9.0
0,0,0,0,0,1,0,20,40.726574,-73.995765,40.761969,-73.970552,1,5.8838475715,13.0
0,0,0,0,0,1,0,1,40.757768,-73.989165,40.7635,-73.921903,2,7.50005421208,14.5
1,0,0,0,0,0,0,18,40.7589416504,-73.9899749756,40.7588005066,-73.9899368286,1,0.0210759606934,52.0
0,0,0,0,1,0,0,18,40.7404136658,-74.0079193115,40.7465248108,-73.9838485718,2,2.81367394304,16.5
0,0,1,0,0,0,0,15,40.706924,-74.012663,40.760925,-73.980198,1,8.68086865612,22.5
0,0,0,1,0,0,0,11,40.751166,-73.980589,40.759522,-73.973399,1,1.4591336268,5.3
0,0,0,0,1,0,0,20,40.739743,-73.995058,40.732546,-73.996091,1,1.05905290955,4.1
0,0,0,0,0,1,0,10,40.759241,-73.985035,40.742065,-73.974848,1,2.75463600679,9.3
0,0,0,0,1,0,0,20,40.719403,-73.98614,40.769336,-73.951862,1,8.2335652604,13.3
0,0,0,1,0,0,0,9,40.75227,-73.971077,40.735207,-73.989677,1,3.23736565673,8.5
0,0,0,0,0,1,0,18,40.764837,-73.981681,40.783582,-73.983387,1,2.74869948271,10.5
0,1,0,0,0,0,0,11,40.773457,-73.954785,40.744905,-73.980887,5,5.08051468711,10.5
1,0,0,0,0,0,0,11,40.705105,-74.007703,40.749267,-73.970665,1,7.65488043729,15.0
0,0,1,0,0,0,0,15,40.760632,-73.96116,40.748465,-73.974927,5,2.34425385965,44.5
0,0,0,1,0,0,0,21,40.760832,-73.985718,40.748178,-73.9831,4,1.87374173145,6.1
0,0,1,0,0,0,0,0,40.756607,-73.997737,40.770182,-73.92022,1,8.81558060728,15.7
0,0,0,0,0,0,1,1,40.740667,-74.00474,40.82386,-73.952137,1,13.4932185777,22.9
0,0,0,0,0,1,0,15,40.76271,-73.971783,40.774932,-73.963095,5,2.03058844682,4.9
0,0,0,0,0,1,0,15,40.725177,-74.003567,40.685803,-73.978742,5,6.38410499731,12.9
0,0,0,0,0,1,0,4,40.74334,-74.000134,40.739957,-74.000824,1,0.500771271952,3.3
0,0,0,0,1,0,0,0,40.729808,-73.980875,40.741104,-73.995961,1,2.35098544224,7.0
0,0,0,1,0,0,0,20,40.7360343933,-74.0007400513,40.737361908,-73.9815216064,1,2.1391188264,7.5
0,0,0,0,1,0,0,13,40.733322,-73.993321,40.752551,-73.985833,1,2.93287455729,8.0
0,0,0,0,0,1,0,12,40.740093,-73.982263,40.755737,-73.98436,1,2.30032108774,7.3
0,0,0,1,0,0,0,13,40.780233,-73.95293,40.772478,-73.959367,2,1.3399730688,6.1
0,0,0,1,0,0,0,20,40.74944,-73.994255,40.716654,-74.01646,1,5.39098987837,11.7
1,0,0,0,0,0,0,18,40.73796,-73.983681,40.743255,-74.006745,1,2.67117651158,7.7
0,0,1,0,0,0,0,13,40.762332,-73.97967,40.74804,-73.99041,2,2.40577957964,8.5
1,0,0,0,0,0,0,13,40.745702,-74.005635,40.734142,-74.004352,1,1.69707386339,5.5
0,0,0,1,0,0,0,12,40.793905,-73.963152,40.786307,-73.956272,1,1.34762816796,5.5
0,1,0,0,0,0,0,14,40.749498,-73.979797,40.75723,-73.971232,1,1.47658643269,6.5
1,0,0,0,0,0,0,11,40.77943,-73.94747,40.76388,-73.96072,5,2.70731398304,8.5
1,0,0,0,0,0,0,21,40.778377,-73.978042,40.763495,-73.972513,1,2.2616121289,14.5
0,0,0,1,0,0,0,12,40.76252,-73.979,40.72597,-73.9976,1,5.73052063032,18.0
1,0,0,0,0,0,0,11,40.70629,-74.01668,40.75328,-73.98035,2,7.9670639318,22.5
0,1,0,0,0,0,0,19,40.774883,-73.947757,40.774883,-73.947757,3,0.000176632457522,5.3
0,1,0,0,0,0,0,14,40.759338,-73.98114,40.757415,-74.000912,3,2.20891670771,8.1
1,0,0,0,0,0,0,20,40.786219,-73.948588,40.768406,-73.861745,1,9.96698536553,23.05
1,0,0,0,0,0,0,8,40.742398,-73.984678,40.735062,-73.990267,5,1.23914944396,3.7
1,0,0,0,0,0,0,21,40.737325,-73.968355,40.735712,-73.970362,1,0.324301521228,3.7
0,0,0,0,0,1,0,15,40.769752,-73.990388,40.751168,-73.975573,2,3.1758221066,8.9
0,0,1,0,0,0,0,8,40.7584190369,-73.9820480347,40.762840271,-73.9784011841,1,0.762636772064,4.0
1,0,0,0,0,0,0,22,40.760658,-73.98399,40.771019,-73.979602,1,1.59176905027,5.0
0,0,0,0,0,0,1,18,40.750145,-73.991496,40.763418,-73.984488,2,2.09123415854,6.5
0,0,0,0,0,1,0,18,40.774463,-73.945574,40.78028,-73.955258,1,1.36930192024,7.0
0,0,0,0,0,0,1,14,40.703191,-74.014347,40.727266,-74.007892,3,3.59390893755,10.5
0,0,1,0,0,0,0,16,40.7693099976,-73.9812469482,40.7627906799,-74.000869751,1,2.37412521421,11.0
0,0,0,0,0,1,0,17,40.741761,-74.001099,40.704557,-74.010188,1,5.53504945466,23.0
1,0,0,0,0,0,0,20,40.735713,-74.001494,40.736496,-73.989005,1,1.38909714517,6.1
0,0,0,1,0,0,0,12,40.751687,-73.982167,40.747447,-73.97462,1,1.04128887704,4.5
1,0,0,0,0,0,0,21,40.758628,-73.967842,40.745983,-73.975978,1,2.05786417411,4.5
0,0,0,1,0,0,0,17,40.724002,-73.987818,40.740965,-73.998132,2,2.7322323742,5.0
0,0,0,1,0,0,0,6,40.742075,-73.993027,40.749507,-73.992407,1,1.08939190547,5.5
0,1,0,0,0,0,0,14,40.754685,-73.983598,40.776198,-73.962138,1,3.94435763611,8.5
0,1,0,0,0,0,0,21,40.749787,-73.975557,40.776765,-73.955475,1,4.53064624481,9.0
0,0,0,1,0,0,0,12,40.747197,-73.985052,40.73451,-74.002282,2,2.66304354365,10.5
0,0,0,1,0,0,0,21,40.764042,-73.972615,40.724855,-73.992407,1,6.13800333381,10.1
0,0,0,0,0,0,1,3,40.740397,-73.998187,40.70514,-74.016412,3,5.53939519706,10.1
0,0,0,1,0,0,0,21,40.705297,-74.007505,40.763037,-73.97731,1,9.08574452651,17.7
0,0,1,0,0,0,0,0,40.737373,-73.988673,40.772778,-73.952345,2,6.5598898428,11.7
0,0,0,0,1,0,0,9,40.775345,-73.947463,40.753113,-73.973003,1,4.31108295738,9.3
0,1,0,0,0,0,0,11,40.778918,-73.957993,40.753338,-74.004043,1,6.32736559426,13.3
0,0,0,0,1,0,0,9,40.764142,-73.977552,40.762842,-73.983703,1,0.707574302914,7.7
0,0,0,0,0,0,1,23,40.742364,-73.977709,40.729484,-73.998766,4,2.99971655582,8.9
0,0,0,0,0,1,0,11,40.788788,-73.955223,40.756906,-73.978214,1,5.31417446102,10.5
0,0,0,0,0,1,0,14,40.779377,-73.973763,40.758323,-73.986092,1,3.36928714215,11.0
0,0,0,0,0,0,1,12,40.779637,-73.955705,40.756776,-73.972795,1,3.84313276673,11.5
0,1,0,0,0,0,0,6,40.714538,-74.008341,40.76049,-73.983306,1,7.27253408152,13.0
0,0,0,0,0,1,0,3,40.712845,-74.008185,40.65576,-73.977019,1,9.03831945193,17.0
0,1,0,0,0,0,0,10,40.798263,-73.971006,40.773327,-73.97907,1,3.75563260155,8.1
0,0,0,0,0,1,0,11,40.800364,-73.935428,40.714036,-73.990016,1,14.0028058667,19.3
0,1,0,0,0,0,0,18,40.782367,-73.958286,40.772723,-73.956101,3,1.43142795539,5.7
1,0,0,0,0,0,0,21,40.767197,-73.956393,40.757582,-73.960537,1,1.47962181224,6.0
1,0,0,0,0,0,0,21,40.734352,-73.983473,40.720947,-73.985112,1,1.96940894335,6.0
0,1,0,0,0,0,0,21,40.75611,-73.97637,40.76595,-73.97993,2,1.49255758334,7.5
0,0,0,1,0,0,0,21,40.758462,-73.970725,40.798662,-73.953435,2,6.18487165579,10.5
0,0,0,1,0,0,0,9,40.75254,-73.977942,40.740077,-73.991372,1,2.35362332203,12.5
0,0,0,0,0,0,1,3,40.743833,-74.006982,40.705353,-74.005037,5,5.63334350716,11.7
0,0,0,1,0,0,0,23,40.754702,-73.987248,40.760657,-73.967136,1,2.39284237445,6.9
0,0,0,0,0,0,1,1,40.74874,-74.00685,40.729357,-73.981127,2,4.02112955454,8.9
0,0,0,1,0,0,0,9,40.744442,-74.006365,40.755805,-73.976292,1,3.72434125379,12.9
0,0,0,1,0,0,0,12,40.7507514954,-73.9900054932,40.74842453,-73.9844360352,1,0.704878904997,4.0
0,0,0,0,0,1,0,3,40.751984,-73.97819,40.750653,-73.990766,1,1.4072269774,5.5
0,1,0,0,0,0,0,6,40.775798,-73.987451,40.753951,-73.995863,1,3.32911581976,6.5
0,0,0,1,0,0,0,17,40.773699,-73.981846,40.794303,-73.962701,2,3.68539926996,8.5
0,0,1,0,0,0,0,11,40.709449,-74.014908,40.728335,-73.999293,2,3.26046836685,10.5
0,0,0,0,0,1,0,23,40.72391,-73.991466,40.695653,-73.946442,1,6.48189380963,14.5
0,0,1,0,0,0,0,11,40.76035,-73.9697,40.738271,-73.987832,1,3.80399751504,7.7
0,0,0,0,0,0,1,6,40.756185,-73.973585,40.764835,-73.97815,5,1.36275790814,4.5
0,0,0,1,0,0,0,15,40.78164,-73.94906,40.775837,-73.958212,1,1.3223053924,6.0
0,1,0,0,0,0,0,21,40.759227,-73.964592,40.772665,-73.96519,1,1.96695279277,7.0
1,0,0,0,0,0,0,11,40.750052,-73.992065,40.720077,-74.00313,2,4.55333214856,8.5
